ac_number_2021,constituency_2021,region_2021,reserved_2021,valid_votes_2021,n_candidates_2021,winner_2021,winner_party_2021,winner_party_norm_2021,winner_votes_2021,winner_share_pct_2021,runner_up_2021,runner_up_party_norm_2021,runner_up_votes_2021,margin_pct_2021,turnout_pct_2021,ac_number_2026,constituency_2026,region_2026,reserved_2026,valid_votes_2026,n_candidates_2026,winner_2026,winner_party_2026,winner_party_norm_2026,winner_votes_2026,winner_share_pct_2026,runner_up_2026,runner_up_party_norm_2026,runner_up_votes_2026,margin_pct_2026,ac_number,flip_raw,flip_norm,margin_delta,constituency,district,region,reserved,turnout_pct_2026
128,Oddanchatram,South,GEN,200299,14,SAKKARAPANI R,DMK,DMK,109970,54.9,NATARAJ N.P,AIADMK,81228,14.35,83.08,128,Oddanchatram,South,GEN,200133,14,SAKKARAPANI. R,DMK,DMK,93099,46.52,VIDIYAL S. SEKAR,BJP,49850,21.61,128,False,False,7.26,Oddanchatram,Dindigul,South,GEN,
129,Athoor,South,GEN,228376,20,PERIYASAMY I,DMK,DMK,165809,72.6,THILAGABAMA M,PMK,30238,59.36,77.96,129,Athoor,South,GEN,236371,15,I. PERIASAMY,DMK,DMK,106240,44.95,N. KALAISELVI,TVK,83872,9.46,129,False,False,-49.9,Athoor,Dindigul,South,GEN,
130,Nilakottai,South,SC,183545,18,S.Thenmozhi,AIADMK,AIADMK,91461,49.83,K.Murugavelrajan,DMK,63843,15.05,75.07,130,Nilakkottai,South,SC,196951,15,AYYANAR.R,TVK,TVK,68580,34.82,NAGAJOTHI.S,DMK,65655,1.49,130,True,True,-13.56,Nilakottai,Dindigul,South,SC,
131,Natham,South,GEN,223800,15,NATHAM.R.VISWANATHAN,AIADMK,AIADMK,107762,48.15,M.A.ANDI AMBALAM,DMK,95830,5.33,78.95,131,Natham,South,GEN,238544,21,NATHAM VISWANATHAN R,AIADMK,AIADMK,85708,35.93,SELVAKUMAR K,DMK,73839,4.98,131,False,False,-0.34999999999999964,Natham,Dindigul,South,GEN,
132,Dindigul,South,GEN,193311,21,SREENIVASAN.C,AIADMK,AIADMK,90595,46.86,PANDI.N,CPI(M),72848,9.18,69.27,132,Dindigul,South,GEN,211191,20,SENTHILKUMAR. I.P,DMK,DMK,74489,35.27,NAZEER RAJA. G,TVK,73358,0.54,132,True,True,-8.64,Dindigul,Dindigul,South,GEN,
133,Vedasandur,South,GEN,212277,20,GANDHIRAJAN S,DMK,DMK,106481,50.16,PARAMASIVAM V P B,AIADMK,88928,8.27,80.16,133,Vedasandur,South,GEN,226080,15,SAMINATHAN. T,DMK,DMK,84948,37.57,PARAMASIVAM. V.P.B.,AIADMK,74885,4.45,133,False,False,-3.8199999999999994,Vedasandur,Dindigul,South,GEN,
134,Aravakurichi,Kongu,GEN,176245,40,ELANGO. R,DMK,DMK,93369,52.98,ANNAMALAI. K,BJP,68553,14.08,81.92,134,Aravakurichi,Kongu,GEN,180441,30,ELANGO. R,DMK,DMK,70827,39.25,KARTHIKEYAN. P,TVK,51445,10.74,134,False,False,-3.34,Aravakurichi,Karur,Kongu,GEN,
135,Karur,Kongu,GEN,206349,77,SENTHILBALAJI V,DMK,DMK,101757,49.31,VIJAYABHASKAR. M.R,AIADMK,89309,6.03,83.57,135,Karur,Kongu,GEN,216290,79,M.R. VIJAYABHASKAR,AIADMK,AIADMK,71542,33.08,MATHIYALAGAN  V.P,TVK,69721,0.84,135,True,True,-5.19,Karur,Karur,Kongu,GEN,
136,Krishnarayapuram,Kongu,SC,179725,26,SIVAGAMA SUNDARI.K,DMK,DMK,96540,53.72,MUTHUKUMAR,AIADMK,64915,17.6,84.17,136,Krishnarayapuram,Kongu,SC,188832,28,SATHYA. M,TVK,TVK,62378,33.03,DR. DHIVYA. S,AIADMK,58875,1.86,136,True,True,-15.740000000000002,Krishnarayapuram,Karur,Kongu,SC,
137,Kulithalai,Kongu,GEN,196265,18,R.Manickam,DMK,DMK,100829,51.37,N.R.Chandrasekar,AIADMK,77289,11.99,86.16,137,Kulithalai,Kongu,GEN,208479,29,SURIYANUR. A. CHANDRAN,DMK,DMK,68138,32.68,G.BALASUBRAMANI,TVK,67559,0.28,137,False,False,-11.71,Kulithalai,Karur,Kongu,GEN,
138,Manapparai,Delta,GEN,220739,22,ABDUL SAMAD P,DMK,DMK,98077,44.43,CHANDRASEKAR.R,AIADMK,85834,5.55,76.02,138,Manapparai,Delta,GEN,240267,18,R. KATHIRAVAN,TVK,TVK,83041,34.56,DR. PL. VIJAYAKUMAR,AIADMK,81615,0.59,138,True,True,-4.96,Manapparai,Tiruchirappalli,Delta,GEN,
139,Srirangam,Delta,GEN,237823,15,Palaniyandi.M,DMK,DMK,113904,47.89,KuPa Krishnan,AIADMK,93989,8.37,76.15,139,Srirangam,Delta,GEN,254056,21,RAMESH,TVK,TVK,103235,40.63,S. DURAIRAJ,DMK,69645,13.22,139,True,True,4.850000000000001,Srirangam,Tiruchirappalli,Delta,GEN,
140,Tiruchirapalli (West),Delta,GEN,180982,13,"Nehru, K.N.",DMK,DMK,118133,65.27,"Padmanathan, V.",AIADMK,33024,47.03,67.01,140,Tiruchirappalli (West),Delta,GEN,195249,14,K.N.NEHRU,DMK,DMK,88235,45.19,G.RAMAMOORTHI,TVK,83449,2.45,140,False,False,-44.58,Tiruchirapalli (West),Tiruchirappalli,Delta,GEN,
141,Tiruchirapalli (East),Delta,GEN,171321,18,"INIGO IRUDAYARAJ,S.",DMK,DMK,94302,55.04,"VELLAMANDI NATARAJAN,N.",AIADMK,40505,31.4,66.87,141,Tiruchirappalli (East),Delta,GEN,181979,20,C. JOSEPH VIJAY,TVK,TVK,91381,50.22,S. INIGO IRUDAYARAJ,DMK,63965,15.07,141,True,True,-16.33,Tiruchirapalli (East),Tiruchirappalli,Delta,GEN,
142,Thiruverambur,Delta,GEN,195595,15,ANBIL MAHESH POYYAMOZHI,DMK,DMK,105424,53.9,P KUMAR,AIADMK,55727,25.41,66.59,142,Thiruverumbur,Delta,GEN,212838,26,VIJAYAKUMAR (A) NAVALPATTU S. VIJI,TVK,TVK,89837,42.21,ANBIL MAHESH POYYAMOZHI,DMK,81132,4.09,142,True,True,-21.32,Thiruverambur,Tiruchirappalli,Delta,GEN,
143,Lalgudi,Delta,GEN,173554,14,A.SOUNDARAPANDIAN,DMK,DMK,84914,48.93,D.R.DHARMARAJ,AIADMK,67965,9.77,79.23,143,Lalgudi,Delta,GEN,184823,24,LEEMAROSE MARTIN,AIADMK,AIADMK,60795,32.89,KU PA KRISHNAN,TVK,58056,1.48,143,True,True,-8.29,Lalgudi,Tiruchirappalli,Delta,GEN,
144,Manachanallur,Delta,GEN,195652,29,S. KATHIRAVAN,DMK,DMK,116334,59.46,M. PARANJOTHI,AIADMK,56716,30.47,79.63,144,Manachanallur,Delta,GEN,209181,22,KATHIRAVAN. S,DMK,DMK,81447,38.94,V.SARAVANAN,TVK,69083,5.91,144,False,False,-24.56,Manachanallur,Tiruchirappalli,Delta,GEN,
145,Musiri,Delta,GEN,178614,20,N. Thiyagarajan,DMK,DMK,90624,50.74,M. Selvarasu,AIADMK,63788,15.02,75.98,145,Musiri,Delta,GEN,188048,11,M.VIGNESH,TVK,TVK,71281,37.91,N.S.KARUNAIRAAJA,DMK,53839,9.28,145,True,True,-5.74,Musiri,Tiruchirappalli,Delta,GEN,
146,Thuraiyur,Delta,SC,174282,13,S.STALINKUMAR,DMK,DMK,87786,50.37,T.INDRAGANDHI,AIADMK,65715,12.66,76.63,146,Thuraiyur,Delta,SC,183729,15,RAVISANKAR.M,TVK,TVK,66263,36.07,E.SAROJA,AIADMK,56649,5.23,146,True,True,-7.43,Thuraiyur,Tiruchirappalli,Delta,SC,
147,Perambalur,Central,SC,238142,9,"PRABHAHARAN, M.",DMK,DMK,122090,51.27,"THAMIZHSELVAN, R.",AIADMK,91056,13.03,78.2,147,Perambalur,Central,SC,252494,11,SIVAKUMAR. K,TVK,TVK,90882,35.99,DR. JAYALAKSHMI. S.T,DMK,76489,5.7,147,True,True,-7.329999999999999,Perambalur,Perambalur,Central,SC,
148,Kunnam,Central,GEN,219126,22,"SIVASANKAR, S.S.",DMK,DMK,103922,47.43,"RAMACHANDRAN, R.T.",AIADMK,97593,2.89,80.05,148,Kunnam,Central,GEN,230086,19,SIVASANKAR. S.S,DMK,DMK,87237,37.91,SARANYA. A,AIADMK,71680,6.76,148,False,False,3.8699999999999997,Kunnam,Perambalur,Central,GEN,
149,Ariyalur,Central,GEN,223839,13,CHINNAPPA K,DMK,DMK,103975,46.45,RAJENDRAN S,AIADMK,100741,1.44,84.54,149,Ariyalur,Central,GEN,235217,15,RAJENDRAN S,AIADMK,AIADMK,95219,40.48,LATHA BALU,DMK,70721,10.42,149,True,True,8.98,Ariyalur,Ariyalur,Central,GEN,
150,Jayankondam,Central,GEN,214507,13,KANNAN KA SO KA,DMK,DMK,99529,46.4,BALU K,PMK,94077,2.54,80.38,150,Jayankondam,Central,GEN,228132,19,VAITHILINGAM G.,PMK,PMK,88992,39.01,KANNAN KA.SO.KA.,DMK,70502,8.1,150,True,True,5.56,Jayankondam,Ariyalur,Central,GEN,
151,Tittakudi,Central,SC,167185,15,"GANESAN,  C.V.",DMK,DMK,83726,50.08,"PERIYASAMY,  D.",BJP,62163,12.9,76.3,151,Tittakudi,Central,SC,175170,14,GANESAN C.V,DMK,DMK,63106,36.03,RAJASEKAR A,TVK,60477,1.5,151,False,False,-11.4,Tittakudi,Cuddalore,Central,SC,
152,Vriddhachalam,Central,GEN,195973,29,Radhakrishnan,INC,INC,77064,39.32,Karthikeyan. J,PMK,76202,0.44,77.02,152,Vriddhachalam,Central,GEN,208431,18,PREMALLATHA VIJAYAKANT,DMDK,DMDK,69351,33.27,VIJAY.S,TVK,66964,1.15,152,True,True,0.71,Vriddhachalam,Cuddalore,Central,GEN,
153,Neyveli,Central,GEN,162959,12,SABA.RAJENDRAN,DMK,DMK,75177,46.13,JAGAN.K,PMK,74200,0.6,74.25,153,Neyveli,Central,GEN,168012,11,RAJENDRAN.R,AIADMK,AIADMK,63731,37.93,SABA.RAJENDRAN,DMK,52769,6.52,153,True,True,5.92,Neyveli,Cuddalore,Central,GEN,
154,Panruti,Central,GEN,195726,15,VELMURUGAN.T,DMK,DMK,93801,47.92,RAJENDRAN.R,AIADMK,89104,2.4,79.6,154,Panruti,Central,GEN,209860,9,MOHAN. K,AIADMK,AIADMK,78398,37.36,ABDUR RAHMAN. A.R,VCK,67735,5.08,154,True,True,2.68,Panruti,Cuddalore,Central,GEN,
155,Cuddalore,Central,GEN,180765,15,G.IYAPPAN,DMK,DMK,84563,46.78,M.C.SAMPATH,AIADMK,79412,2.85,74.77,155,Cuddalore,Central,GEN,189484,15,B.RAJKUMAR,TVK,TVK,70856,37.39,A.S.CHANDARASEKARAN,INC,55337,8.19,155,True,True,5.34,Cuddalore,Cuddalore,Central,GEN,
156,Kurinjipadi,Central,GEN,197569,12,M.R.K.PANNEERSELVAM,DMK,DMK,101456,51.35,SELVI RAMAJAYAM,AIADMK,83929,8.87,82.06,156,Kurinjipadi,Central,GEN,213336,11,M.R.K.PANNEERSELVAM,DMK,DMK,76695,35.95,A  BHUVANENTHIRAN,AIADMK,69106,3.56,156,False,False,-5.309999999999999,Kurinjipadi,Cuddalore,Central,GEN,
157,Bhuvanagiri,Central,GEN,196107,14,Arunmozhithevan. A,AIADMK,AIADMK,96453,49.18,Saravanan. Durai.K,DMK,88194,4.21,78.57,157,Bhuvanagiri,Central,GEN,206629,13,ARUNMOZHITHEVAN . A,AIADMK,AIADMK,75707,36.64,SARAVANAN. DURAI . K,DMK,73220,1.2,157,False,False,-3.01,Bhuvanagiri,Cuddalore,Central,GEN,
158,Chidambaram,Central,GEN,182150,11,K.A. PANDIAN,AIADMK,AIADMK,91961,50.49,S. ABDUL RAHMAN,IUML,75024,9.3,71.93,158,Chidambaram,Central,GEN,195770,11,THAMIMUN ANSARI. M,DMK,DMK,69739,35.62,PANDIAN. K.A,AIADMK,63992,2.94,158,True,True,-6.360000000000001,Chidambaram,Cuddalore,Central,GEN,
159,Kattumannarkoil,Central,SC,174913,13,SINTHANAI SELVAN,VCK,VCK,86056,49.2,N. MURUGUMARAN,AIADMK,75491,6.04,75.87,159,Kattumannarkoil,Central,SC,187440,11,L.E. JOTHIMANI,VCK,VCK,85179,45.44,A. SOZHAN,PMK,52116,17.64,159,False,False,11.600000000000001,Kattumannarkoil,Cuddalore,Central,SC,
160,Sirkali,Delta,SC,190348,10,PANNEERSELVAM,DMK,DMK,94057,49.41,P.V.BHARATHI,AIADMK,81909,6.38,74.91,160,Sirkazhi,Delta,SC,199893,10,SENTHILSELVAN.R,DMK,DMK,71449,35.74,SAKTHI.M,AIADMK,60032,5.71,160,False,False,-0.6699999999999999,Sirkali,Nagapattinam,Delta,SC,
161,Mayiladuthurai,Delta,GEN,173573,14,Rajakumar.S,INC,INC,73642,42.43,Palanisamy.A,PMK,70900,1.58,70.14,161,Mayiladuthurai,Delta,GEN,187987,20,JAMAL MOHAMED YOUNOOS. Y.N,INC,INC,68011,36.18,PALANISAMY. A   M.COM.,PMK,57166,5.77,161,False,False,4.1899999999999995,Mayiladuthurai,Nagapattinam,Delta,GEN,
162,Poompuhar,Delta,GEN,207105,9,Nivedha M. Murugan,DMK,DMK,96102,46.4,S.Pavunraj,AIADMK,92803,1.59,75.19,162,Poompuhar,Delta,GEN,218738,13,NIVEDHA M MURUGAN,DMK,DMK,81096,37.07,PAVUNRAJ. S,AIADMK,72836,3.78,162,False,False,2.1899999999999995,Poompuhar,Nagapattinam,Delta,GEN,
163,Nagapattinam,Delta,GEN,142665,13,J. Mohamed Shanavas,VCK,VCK,66281,46.46,Thanka.kathiravan,AIADMK,59043,5.07,71.97,163,Nagapattinam,Delta,GEN,150847,13,M.H.JAWAHIRULLAH,DMK,DMK,56305,37.33,M.SUGUMAR,TVK,46524,6.48,163,True,True,1.4100000000000001,Nagapattinam,Nagapattinam,Delta,GEN,
164,Kilvelur,Delta,SC,142098,10,NAGAIMAALI V P,CPI(M),CPI(M),67988,47.85,VADIVEL RAVANAN  S,PMK,51003,11.95,79.43,164,Kilvelur,Delta,SC,151092,7,LATHA. T,CPI(M),CPI(M),56108,37.13,SENTHIL PANDIAN. P,TVK,53830,1.51,164,False,False,-10.44,Kilvelur,Nagapattinam,Delta,SC,
165,Vedaranyam,Delta,GEN,157387,12,O.S.MANIAN,AIADMK,AIADMK,78719,50.02,S.K.VETHARATHINAM,DMK,66390,7.83,80.6,165,Vedaranyam,Delta,GEN,161653,11,MANIAN. O.S,AIADMK,AIADMK,59172,36.6,PUGAZHENDI. M,DMK,51841,4.54,165,False,False,-3.29,Vedaranyam,Nagapattinam,Delta,GEN,
166,Thiruthuraipundi,Delta,SC,184573,11,MARIMUTHU K,CPI,CPI,97092,52.6,SURESH KUMAR C,AIADMK,67024,16.29,76.74,166,Thiruthuraipoondi,Delta,SC,190233,9,MARIMUTHU.K,CPI,CPI,74062,38.93,PANDIYAN.S,TVK,61140,6.79,166,False,False,-9.5,Thiruthuraipundi,Tiruvarur,Delta,SC,
167,Mannargudi,Delta,GEN,192269,10,RAJAA T R B,DMK,DMK,87172,45.34,RAJAMANICKAM  SIVA,AIADMK,49779,19.45,74.34,167,Mannargudi,Delta,GEN,193695,15,KAMARAJ. S,AMMK,AMMK,68416,35.32,RAJAA.T.R.B,DMK,66850,0.81,167,True,True,-18.64,Mannargudi,Tiruvarur,Delta,GEN,
168,Thiruvarur,Delta,GEN,206637,13,KALAIVANAN  POONDI  K.,DMK,DMK,108906,52.7,PANNERSELVAM A.N.R.,AIADMK,57732,24.77,73.25,168,Thiruvarur,Delta,GEN,217050,8,KALAIVANAN POONDI  K,DMK,DMK,93408,43.04,VEERAMANI V,TVK,75260,8.36,168,False,False,-16.41,Thiruvarur,Tiruvarur,Delta,GEN,
169,Nannilam,Delta,GEN,220754,15,KAMARAJ R,AIADMK,AIADMK,103637,46.95,JOTHIRAMAN  S,DMK,99213,2.0,81.08,169,Nannilam,Delta,GEN,230508,14,KAMARAJ. R,AIADMK,AIADMK,103462,44.88,MOHAMED MUBARAK,DMK,61738,18.1,169,False,False,16.1,Nannilam,Tiruvarur,Delta,GEN,
170,Thiruvidamarudur,Delta,SC,197206,14,"CHEZHIAAN,  GOVI.",DMK,DMK,95763,48.56,"UNION VEERAMANI, S.",AIADMK,85083,5.42,75.76,170,Thiruvidaimarudur,Delta,SC,208197,14,GOVI.CHEZHIAAN,DMK,DMK,79951,38.4,S.PRABAKARAN,TVK,65835,6.78,170,False,False,1.3600000000000003,Thiruvidamarudur,Thanjavur,Delta,SC,
171,Kumbakonam,Delta,GEN,195916,10,"ANBALAGAN, G.",DMK,DMK,96057,49.03,"SRITHAR VANDAYAR, G.M.",AIADMK,74674,10.91,71.45,171,Kumbakonam,Delta,GEN,207328,13,VINOTH,TVK,TVK,78650,37.94,ANBALAGAN G,DMK,77971,0.33,171,True,True,-10.58,Kumbakonam,Thanjavur,Delta,GEN,
172,Papanasam,Delta,GEN,195778,13,"Dr.JAWAHIRULLAH, M.H.",DMK,DMK,86567,44.22,"GOPINATHAN, K.",AIADMK,70294,8.31,74.76,172,Papanasam,Delta,GEN,207007,13,A.M. SHAHJAHAN,IUML,IUML,69284,33.47,AZARUDEEN UDUMAN ALI,TVK,68219,0.51,172,True,True,-7.800000000000001,Papanasam,Thanjavur,Delta,GEN,
173,Thiruvaiyaru,Delta,GEN,210250,12,DURAI.CHANDRASEKARAN,DMK,DMK,103210,49.09,"VENKATESAN, S.",BJP,49560,25.52,78.11,173,Thiruvaiyaru,Delta,GEN,221163,13,DURAI. CHANDRASEKARAN,DMK,DMK,80425,36.36,MATHI. MANIKANDAN,TVK,71870,3.87,173,False,False,-21.65,Thiruvaiyaru,Thanjavur,Delta,GEN,
174,Thanjavur,Delta,GEN,192921,12,"NEELAMEGAM, T.K.G.",DMK,DMK,103772,53.79,"ARIVUDAINAMBI, V.",AIADMK,56623,24.44,65.72,174,Thanjavur,Delta,GEN,197524,11,R. VIJAYSARAVANAN,TVK,TVK,87705,44.4,SHAN. RAMANATHAN,DMK,70750,8.58,174,True,True,-15.860000000000001,Thanjavur,Thanjavur,Delta,GEN,
175,Orathanad,Delta,GEN,190973,12,"VAITHILINGAM, R.",AIADMK,AIADMK,90063,47.16,"RAMCHANDRAN, M.",DMK,61228,15.1,78.29,175,Orathanadu,Delta,GEN,194673,9,R. VAITHILINGAM,DMK,DMK,86759,44.57,DR. K. ARVIND,TVK,51731,17.99,175,True,True,2.889999999999999,Orathanad,Thanjavur,Delta,GEN,
176,Pattukkottai,Delta,GEN,176174,8,"ANNADURAI, K.",DMK,DMK,79065,44.88,"RENGARAJAN, N.R.",AIADMK,53796,14.34,71.66,176,Pattukkottai,Delta,GEN,183007,11,ANNADURAI K,DMK,DMK,65963,36.04,MATHAN C,TVK,52209,7.52,176,False,False,-6.82,Pattukkottai,Thanjavur,Delta,GEN,
177,Peravurani,Delta,GEN,170080,8,"ASHOKKUMAR, N.",DMK,DMK,89130,52.4,"THIRUGNANASAMBANDAM, S.V.",AIADMK,65627,13.82,77.02,177,Peravurani,Delta,GEN,175579,10,ASHOKKUMAR. N,DMK,DMK,60919,34.7,GOVI.ELANGO,AIADMK,57757,1.8,177,False,False,-12.02,Peravurani,Thanjavur,Delta,GEN,
178,Gandharvakottai,Delta,SC,156230,14,M.Chinnadurai,CPI(M),CPI(M),69710,44.62,S.Jayabharathi,AIADMK,56989,8.14,74.45,178,Gandharvakottai,Delta,SC,166491,10,N. SUBRAMANIAN,TVK,TVK,58795,35.31,C. UTHAYAKUMAR,BJP,47756,6.63,178,True,True,-1.5100000000000007,Gandharvakottai,Pudukkottai,Delta,SC,
179,Viralimalai,Delta,GEN,193038,22,VIJAYA BASKER C,AIADMK,AIADMK,102179,52.93,PALANIAPPAN,DMK,78581,12.22,85.43,179,Viralimalai,Delta,GEN,203546,26,VIJAYABASKAR. C,AIADMK,AIADMK,105773,51.97,MURUGESAN. P,TVK,43700,30.5,179,False,False,18.28,Viralimalai,Pudukkottai,Delta,GEN,
180,Pudukkottai,Delta,GEN,179288,21,V . MUTHURAJA,DMK,DMK,85802,47.86,KARTHIK THONDAIMAN,AIADMK,72801,7.25,72.94,180,Pudukkottai,Delta,GEN,189911,30,V. MUTHURAJA,DMK,DMK,66825,35.19,K.M. SHARIFF,TVK,64958,0.98,180,False,False,-6.27,Pudukkottai,Pudukkottai,Delta,GEN,
181,Thirumayam,Delta,GEN,173462,22,S.REGUPATHY,DMK,DMK,71349,41.13,P.K.VAIRAMUTHU,AIADMK,69967,0.8,75.85,181,Thirumayam,Delta,GEN,181667,14,REGUPATHY.S,DMK,DMK,58201,32.04,CHINTHAMANI.C,TVK,56709,0.82,181,False,False,0.019999999999999907,Thirumayam,Pudukkottai,Delta,GEN,
182,Alangudi,Delta,GEN,171140,11,SIVA.V.MEYYANATHAN,DMK,DMK,87935,51.38,DHARMA THANGAVEL,AIADMK,62088,15.1,78.47,182,Alangudi,Delta,GEN,179810,14,SIVA.V.MEYYANATHAN,DMK,DMK,64929,36.11,KANDASAMY,TVK,51952,7.22,182,False,False,-7.88,Alangudi,Pudukkottai,Delta,GEN,
183,Arantangi,Delta,GEN,167524,22,RAMACHANDRAN T,INC,INC,81835,48.85,RAJANAYAGAM M,AIADMK,50942,18.44,70.21,183,Aranthangi,Delta,GEN,182150,15,MOHAMED FARVAS. J,TVK,TVK,73244,40.21,RAMACHANDRAN . T,INC,63182,5.52,183,True,True,-12.920000000000002,Arantangi,Pudukkottai,Delta,GEN,
184,Karaikudi,South,GEN,211107,13,S.Mangudi,INC,INC,75954,35.98,H.Raja,BJP,54365,10.23,66.23,184,Karaikudi,South,GEN,228748,25,DR.PRABHU. TK,TVK,TVK,101358,44.31,MANGUDI. S,INC,55284,20.14,184,True,True,9.91,Karaikudi,Sivaganga,South,GEN,
185,Tiruppattur,South,GEN,209913,26,KR.PERIYAKARUPPAN,DMK,DMK,103682,49.39,MARUDHU ALAGURAJ,AIADMK,66308,17.8,71.98,185,Tiruppattur,South,GEN,214963,15,SEENIVASA SETHUPATHY. R,TVK,TVK,83375,38.79,PERIAKARUPPAN. KR,DMK,83374,0.0,185,True,True,-17.8,Tiruppattur,Sivaganga,South,GEN,
186,Sivaganga,South,GEN,200774,15,PR. Senthilnathan,AIADMK,AIADMK,82153,40.92,S. Gunasekaran,CPI,70900,5.6,66.29,186,Sivaganga,South,GEN,213014,17,KULANTHAI RANI A,TVK,TVK,73737,34.62,SENTHILNATHAN PR,AIADMK,58656,7.08,186,True,True,1.4800000000000004,Sivaganga,Sivaganga,South,GEN,
187,Manamadurai,South,SC,201728,13,Tamilarasi A.,DMK,DMK,89364,44.3,Nagarajan S.,AIADMK,75273,6.99,72.05,187,Manamadurai,South,SC,207797,14,ELANGOVAN.D,TVK,TVK,69971,33.67,TAMILARASI.A,DMK,68763,0.58,187,True,True,-6.41,Manamadurai,Sivaganga,South,SC,
188,Melur,South,GEN,181898,15,PERIYAPULLAN @ SELVAM  P.,AIADMK,AIADMK,83344,45.82,RAVICHANDRAN  T.,INC,48182,19.33,74.23,188,Melur,South,GEN,190172,13,P.VISWANATHAN,INC,INC,60080,31.59,A.MADURAIVEERAN,TVK,57356,1.43,188,True,True,-17.9,Melur,Madurai,South,GEN,
189,Madurai East,South,GEN,235948,15,MOORTHY P,DMK,DMK,122729,52.02,GOPALAKRISHNAN R,AIADMK,73125,21.02,71.34,189,Madurai East,South,GEN,270389,15,KARTHIKEYAN S,TVK,TVK,118777,43.93,MOORTHY P,DMK,102230,6.12,189,True,True,-14.899999999999999,Madurai East,Madurai,South,GEN,
190,Sholavandan,South,SC,174400,20,VENKATESAN A,DMK,DMK,84240,48.3,MANICKAM K,AIADMK,67195,9.77,79.49,190,Sholavandan,South,SC,188509,14,KARUPPAIAH.M.V,TVK,TVK,63907,33.9,VENKATESAN.A,DMK,61229,1.42,190,True,True,-8.35,Sholavandan,Madurai,South,SC,
191,Madurai North,South,GEN,154992,15,THALAPATHI G,DMK,DMK,73010,47.11,SARAVANAN P,BJP,50094,14.79,63.6,191,Madurai North,South,GEN,161048,13,A.KALLANAI,TVK,TVK,72853,45.24,G.THALAPATHI,DMK,54815,11.2,191,True,True,-3.59,Madurai North,Madurai,South,GEN,
192,Madurai South,South,GEN,146282,13,BOOMINATHAN.M,DMK,DMK,62812,42.94,SARAVANAN. S.S,AIADMK,56297,4.45,63.8,192,Madurai South,South,GEN,140891,6,M.M.GOPISON,TVK,TVK,62415,44.3,M.BOOMINATHAN,DMK,40886,15.28,192,True,True,10.829999999999998,Madurai South,Madurai,South,GEN,
193,Madurai Central,South,GEN,147989,14,PALANIVEL THIAGA RAJAN,DMK,DMK,73205,49.47,JOTHI MUTHURAMALINGAM N,AIADMK,39029,23.09,61.03,193,Madurai Central,South,GEN,147930,12,MADHAR BADHURUDEEN,TVK,TVK,63414,42.87,PALANIVEL THIAGA RAJAN,DMK,44286,12.93,193,True,True,-10.16,Madurai Central,Madurai,South,GEN,
194,Madurai West,South,GEN,199920,15,RAJU. K,AIADMK,AIADMK,83883,41.96,CHINNAMMAL. C,DMK,74762,4.56,65.12,194,Madurai West,South,GEN,215510,14,THANGAPANDI SR,TVK,TVK,88250,40.95,BALAJI R,DMK,76319,5.54,194,True,True,0.9800000000000004,Madurai West,Madurai,South,GEN,
195,Thiruparankundram,South,GEN,233776,23,"RAJANCHELLAPPA, V.V.",AIADMK,AIADMK,103683,44.35,PONNUTHAI,CPI(M),74194,12.61,72.73,195,Thiruparankundram,South,GEN,254318,15,NIRMALKUMAR. R.,TVK,TVK,114316,44.95,KIRUTHIGA THANGAPANDI,DMK,72763,16.34,195,True,True,3.7300000000000004,Thiruparankundram,Madurai,South,GEN,
196,Thirumangalam,South,GEN,219524,24,UDHAYAKUMAR R B,AIADMK,AIADMK,100338,45.71,MANIMARAN M,DMK,86251,6.42,78.13,196,Thirumangalam,South,GEN,230047,15,MANIMARAN.M,DMK,DMK,88291,38.38,UDHAYAKUMAR.R.B,AIADMK,64484,10.35,196,True,True,3.9299999999999997,Thirumangalam,Madurai,South,GEN,
197,Usilampatti,South,GEN,211481,14,AYYAPPAN P,AIADMK,AIADMK,71255,33.69,KATHIRAVAN P V,DMK,63778,3.54,73.82,197,Usilampatti,South,GEN,223356,12,VIJAY. M,TVK,TVK,65743,29.43,MAHENDRAN. I,AIADMK,63938,0.81,197,True,True,-2.73,Usilampatti,Madurai,South,GEN,
198,Andipatti,South,GEN,208207,20,A.MAHARAJAN,DMK,DMK,93541,44.93,A.LOGIRAJAN,AIADMK,85003,4.1,74.85,198,Andipatti,South,GEN,216301,18,MAHARAJAN.A,DMK,DMK,74324,34.36,PANDI.V,TVK,64770,4.42,198,False,False,0.3200000000000003,Andipatti,Theni,South,GEN,
199,Periyakulam,South,SC,199346,15,K.S.SARAVANAKUMAAR,DMK,DMK,92251,46.28,M Murugan,AIADMK,70930,10.7,69.94,199,Periyakulam,South,SC,209703,13,SABARI IYNGARAN G.,TVK,TVK,85656,40.85,SAKTHIVEL P.,VCK,66335,9.21,199,True,True,-1.4899999999999984,Periyakulam,Theni,South,SC,
200,Bodinayakanur,South,GEN,213392,24,O.PANNEERSELVAM,AIADMK,AIADMK,100050,46.89,THANGATAMILSELVAN,DMK,89029,5.16,76.3,200,Bodinayakanur,South,GEN,219697,15,PANNEERSELVAM.O,DMK,DMK,85206,38.78,PRAKASH.S,TVK,78401,3.1,200,True,True,-2.06,Bodinayakanur,Theni,South,GEN,
